Query_ID	Target_ID	Optimal_Offset	p-value	E-value	Overlap	Strand
filter3 	MA0519.1 Stat5a::Stat5b	0.0	9.8831e-04	5.1293e-01	11.0	-
filter3 	MA0520.1 Stat6	3.0	1.9239e-03	9.9849e-01	12.0	-
filter3 	MA0597.1 THAP1	-1.0	8.4126e-02	4.3661e+01	9.0	-
filter3 	MA0598.2 EHF	0.0	1.9689e-02	1.0219e+01	12.0	+
filter3 	MA0606.1 NFAT5	-2.0	4.4135e-03	2.2906e+00	10.0	-
filter3 	MA0620.1 Mitf	-2.0	9.2804e-02	4.8165e+01	10.0	-
filter3 	MA0624.1 NFATC1	-2.0	1.6951e-04	8.7977e-02	10.0	-
filter3 	MA0625.1 NFATC3	-2.0	4.8211e-04	2.5022e-01	10.0	-
filter3 	MA0640.1 ELF3	0.0	8.0716e-02	4.1891e+01	12.0	+
filter3 	MA0641.1 ELF4	0.0	4.0568e-02	2.1055e+01	12.0	+
filter3 	MA0645.1 ETV6	-2.0	9.7847e-02	5.0783e+01	10.0	+
filter3 	MA0650.1 HOXA13	-2.0	1.7736e-02	9.2050e+00	10.0	+
filter3 	MA0731.1 BCL6B	4.0	3.3974e-02	1.7633e+01	12.0	-
filter3 	MA0759.1 ELK3	-2.0	1.0393e-02	5.3942e+00	10.0	+
filter3 	MA0760.1 ERF	-2.0	2.9441e-02	1.5280e+01	10.0	+
filter3 	MA0761.1 ETV1	-2.0	1.0393e-02	5.3942e+00	10.0	+
filter3 	MA0762.1 ETV2	-1.0	5.7768e-03	2.9982e+00	11.0	+
filter3 	MA0763.1 ETV3	-2.0	2.7675e-02	1.4363e+01	10.0	+
filter3 	MA0764.1 ETV4	-2.0	1.1129e-02	5.7758e+00	10.0	+
filter3 	MA0765.1 ETV5	-2.0	1.7736e-02	9.2050e+00	10.0	+
filter3 	MA0770.1 HSF2	-1.0	6.6221e-03	3.4369e+00	11.0	+
filter3 	MA0771.1 HSF4	-1.0	3.0574e-04	1.5868e-01	11.0	+
filter3 	MA0847.1 FOXD2	-5.0	6.9365e-02	3.6001e+01	7.0	+
filter3 	MA0850.1 FOXP3	-5.0	3.0848e-02	1.6010e+01	7.0	+
filter3 	MA0878.1 CDX1	-2.0	6.3359e-02	3.2884e+01	9.0	+
filter3 	MA0899.1 HOXA10	-1.0	5.9811e-02	3.1042e+01	11.0	+
filter3 	MA0901.1 HOXB13	-2.0	2.2929e-02	1.1900e+01	10.0	+
filter3 	MA0909.1 HOXD13	-2.0	4.7558e-02	2.4682e+01	10.0	+
filter3 	MA0911.1 Hoxa11	0.0	9.2359e-02	4.7934e+01	12.0	+
filter4 	MA0019.1 Ddit3::Cebpa	1.0	6.7169e-02	3.4861e+01	11.0	-
filter4 	MA0025.1 NFIL3	-3.0	1.4271e-04	7.4064e-02	11.0	+
filter4 	MA0043.2 HLF	-1.0	5.1906e-09	2.6939e-06	12.0	-
filter4 	MA0067.1 Pax2	-5.0	7.8485e-02	4.0734e+01	8.0	-
filter4 	MA0084.1 SRY	-2.0	9.1615e-02	4.7548e+01	9.0	-
filter4 	MA0102.3 CEBPA	-1.0	2.1434e-06	1.1124e-03	11.0	-
filter4 	MA0466.2 CEBPB	-2.0	1.1225e-07	5.8256e-05	10.0	-
filter4 	MA0488.1 JUN	1.0	4.2461e-02	2.2037e+01	12.0	+
filter4 	MA0492.1 JUND(var.2)	2.0	9.8399e-03	5.1069e+00	13.0	+
filter4 	MA0502.1 NFYB	1.0	3.3107e-02	1.7183e+01	14.0	-
filter4 	MA0518.1 Stat4	-2.0	7.1456e-02	3.7086e+01	12.0	+
filter4 	MA0595.1 SREBF1	-2.0	5.8073e-02	3.0140e+01	10.0	-
filter4 	MA0596.1 SREBF2	-2.0	7.3407e-02	3.8098e+01	10.0	+
filter4 	MA0602.1 Arid5a	3.0	9.2092e-02	4.7796e+01	11.0	+
filter4 	MA0609.1 Crem	-1.0	4.0356e-02	2.0945e+01	10.0	+
filter4 	MA0615.1 Gmeb1	2.0	3.0638e-04	1.5901e-01	14.0	-
filter4 	MA0624.1 NFATC1	0.0	2.5901e-02	1.3442e+01	10.0	+
filter4 	MA0625.1 NFATC3	0.0	6.9274e-02	3.5953e+01	10.0	+
filter4 	MA0639.1 DBP	-1.0	1.0458e-07	5.4275e-05	12.0	-
filter4 	MA0771.1 HSF4	2.0	4.0152e-02	2.0839e+01	11.0	-
filter4 	MA0785.1 POU2F1	0.0	5.7114e-02	2.9642e+01	12.0	-
filter4 	MA0833.1 ATF4	-1.0	6.6592e-04	3.4561e-01	13.0	-
filter4 	MA0834.1 ATF7	0.0	6.2726e-03	3.2555e+00	14.0	-
filter4 	MA0836.1 CEBPD	-2.0	3.3930e-07	1.7610e-04	10.0	-
filter4 	MA0837.1 CEBPE	-2.0	3.2367e-09	1.6798e-06	10.0	-
filter4 	MA0838.1 CEBPG	-2.0	1.4130e-05	7.3332e-03	10.0	-
filter4 	MA0840.1 Creb5	-1.0	2.2718e-02	1.1791e+01	12.0	-
filter4 	MA0843.1 TEF	-1.0	6.7404e-06	3.4983e-03	12.0	-
filter4 	MA0851.1 Foxj3	1.0	2.6066e-02	1.3528e+01	14.0	-
filter4 	MA0853.1 Alx4	2.0	1.4184e-02	7.3616e+00	14.0	-
filter4 	MA0854.1 Alx1	2.0	5.7300e-02	2.9739e+01	14.0	-
filter4 	MA0862.1 GMEB2	-3.0	2.8759e-02	1.4926e+01	8.0	-
filter4 	MA0874.1 Arx	1.0	4.8707e-02	2.5279e+01	14.0	-
filter4 	MA0904.1 Hoxb5	4.0	9.7012e-02	5.0349e+01	12.0	+
filter4 	MA0911.1 Hoxa11	-1.0	4.0879e-02	2.1216e+01	12.0	+
filter4 	MA0912.1 Hoxd3	4.0	8.3506e-02	4.3340e+01	12.0	-
filter5 	MA0019.1 Ddit3::Cebpa	0.0	7.8306e-02	4.0641e+01	12.0	-
filter5 	MA0027.2 EN1	0.0	4.4867e-02	2.3286e+01	8.0	+
filter5 	MA0046.2 HNF1A	-2.0	9.6250e-03	4.9954e+00	10.0	+
filter5 	MA0063.1 Nkx2-5	-1.0	1.3276e-02	6.8905e+00	7.0	-
filter5 	MA0070.1 PBX1	-1.0	9.2212e-02	4.7858e+01	11.0	+
filter5 	MA0075.2 Prrx2	0.0	8.1241e-03	4.2164e+00	8.0	+
filter5 	MA0084.1 SRY	-3.0	4.9713e-02	2.5801e+01	9.0	-
filter5 	MA0108.2 TBP	4.0	4.5907e-03	2.3826e+00	11.0	-
filter5 	MA0132.2 PDX1	0.0	3.4622e-02	1.7969e+01	8.0	+
filter5 	MA0135.1 Lhx3	2.0	1.0808e-02	5.6095e+00	11.0	-
filter5 	MA0148.3 FOXA1	0.0	5.8879e-02	3.0558e+01	12.0	-
filter5 	MA0151.1 Arid3a	-3.0	1.3334e-03	6.9204e-01	6.0	+
filter5 	MA0153.2 HNF1B	4.0	5.4072e-02	2.8063e+01	9.0	+
filter5 	MA0485.1 Hoxc9	1.0	1.0808e-02	5.6095e+00	12.0	+
filter5 	MA0494.1 Nr1h3::Rxra	5.0	6.4367e-02	3.3407e+01	12.0	+
filter5 	MA0523.1 TCF7L2	1.0	3.8085e-03	1.9766e+00	12.0	+
filter5 	MA0594.1 Hoxa9	0.0	3.5963e-02	1.8665e+01	11.0	+
filter5 	MA0601.1 Arid3b	0.0	6.1209e-06	3.1767e-03	11.0	-
filter5 	MA0602.1 Arid5a	2.0	2.5806e-02	1.3393e+01	12.0	+
filter5 	MA0612.1 EMX1	1.0	2.1231e-02	1.1019e+01	9.0	-
filter5 	MA0618.1 LBX1	0.0	7.3327e-02	3.8056e+01	8.0	-
filter5 	MA0619.1 LIN54	-1.0	1.4596e-03	7.5753e-01	9.0	-
filter5 	MA0621.1 mix-a	1.0	2.0076e-02	1.0419e+01	10.0	-
filter5 	MA0624.1 NFATC1	-1.0	7.8063e-02	4.0514e+01	10.0	+
filter5 	MA0630.1 SHOX	0.0	8.7947e-03	4.5644e+00	8.0	-
filter5 	MA0634.1 ALX3	1.0	2.2714e-02	1.1789e+01	9.0	+
filter5 	MA0635.1 BARHL2	0.0	3.1569e-02	1.6384e+01	10.0	-
filter5 	MA0642.1 EN2	1.0	5.5137e-02	2.8616e+01	9.0	+
filter5 	MA0644.1 ESX1	1.0	2.4288e-02	1.2605e+01	9.0	+
filter5 	MA0650.1 HOXA13	0.0	1.7274e-02	8.9654e+00	10.0	+
filter5 	MA0654.1 ISX	0.0	6.9094e-02	3.5860e+01	8.0	+
filter5 	MA0662.1 MIXL1	-3.0	1.6108e-02	8.3599e+00	9.0	-
filter5 	MA0666.1 MSX1	0.0	4.2088e-02	2.1844e+01	8.0	+
filter5 	MA0674.1 NKX6-1	0.0	4.1789e-03	2.1689e+00	8.0	+
filter5 	MA0675.1 NKX6-2	0.0	1.2428e-03	6.4499e-01	8.0	+
filter5 	MA0679.1 ONECUT1	0.0	9.9495e-02	5.1638e+01	12.0	-
filter5 	MA0681.1 Phox2b	4.0	8.1932e-02	4.2523e+01	7.0	-
filter5 	MA0682.1 Pitx1	0.0	2.8329e-02	1.4703e+01	8.0	-
filter5 	MA0683.1 POU4F2	0.0	5.6235e-02	2.9186e+01	12.0	-
filter5 	MA0699.1 LBX2	1.0	3.5871e-02	1.8617e+01	9.0	+
filter5 	MA0701.1 LHX9	0.0	9.5131e-03	4.9373e+00	8.0	+
filter5 	MA0702.1 LMX1A	0.0	1.2924e-02	6.7076e+00	8.0	+
filter5 	MA0703.1 LMX1B	-4.0	8.1241e-03	4.2164e+00	8.0	-
filter5 	MA0704.1 Lhx4	0.0	7.4986e-03	3.8918e+00	8.0	+
filter5 	MA0705.1 Lhx8	0.0	1.1984e-02	6.2199e+00	8.0	-
filter5 	MA0706.1 MEOX2	1.0	1.6108e-02	8.3599e+00	9.0	+
filter5 	MA0707.1 MNX1	1.0	1.8515e-02	9.6091e+00	9.0	+
filter5 	MA0708.1 MSX2	0.0	7.7776e-02	4.0366e+01	8.0	+
filter5 	MA0709.1 Msx3	0.0	6.9094e-02	3.5860e+01	8.0	+
filter5 	MA0710.1 NOTO	1.0	8.7288e-02	4.5302e+01	9.0	+
filter5 	MA0711.1 OTX1	0.0	5.4168e-02	2.8113e+01	8.0	-
filter5 	MA0712.1 OTX2	0.0	3.6972e-02	1.9188e+01	8.0	-
filter5 	MA0713.1 PHOX2A	4.0	7.7508e-02	4.0227e+01	7.0	-
filter5 	MA0714.1 PITX3	0.0	5.9625e-02	3.0945e+01	9.0	-
filter5 	MA0716.1 PRRX1	0.0	1.2924e-02	6.7076e+00	8.0	+
filter5 	MA0717.1 RAX2	0.0	1.1984e-02	6.2199e+00	8.0	+
filter5 	MA0718.1 RAX	1.0	5.1936e-02	2.6955e+01	9.0	+
filter5 	MA0719.1 RHOXF1	0.0	9.7899e-02	5.0810e+01	8.0	-
filter5 	MA0720.1 Shox2	0.0	3.6972e-02	1.9188e+01	8.0	+
filter5 	MA0721.1 UNCX	-4.0	1.1105e-02	5.7634e+00	8.0	-
filter5 	MA0722.1 VAX1	0.0	1.0282e-02	5.3364e+00	8.0	-
filter5 	MA0723.1 VAX2	0.0	1.1105e-02	5.7634e+00	8.0	-
filter5 	MA0724.1 VENTX	1.0	6.7124e-02	3.4837e+01	8.0	+
filter5 	MA0725.1 VSX1	0.0	2.0028e-02	1.0395e+01	8.0	-
filter5 	MA0726.1 VSX2	0.0	4.4867e-02	2.3286e+01	8.0	-
filter5 	MA0754.1 CUX1	-1.0	8.3451e-03	4.3311e+00	10.0	-
filter5 	MA0755.1 CUX2	-1.0	3.1569e-02	1.6384e+01	10.0	-
filter5 	MA0756.1 ONECUT2	2.0	8.4663e-02	4.3940e+01	12.0	+
filter5 	MA0757.1 ONECUT3	0.0	9.4330e-02	4.8957e+01	12.0	-
filter5 	MA0790.1 POU4F1	-2.0	3.1221e-02	1.6204e+01	10.0	-
filter5 	MA0791.1 POU4F3	4.0	1.3699e-03	7.1099e-01	12.0	+
filter5 	MA0853.1 Alx4	4.0	2.4010e-03	1.2461e+00	12.0	+
filter5 	MA0854.1 Alx1	4.0	3.3144e-03	1.7202e+00	12.0	+
filter5 	MA0874.1 Arx	5.0	9.5740e-03	4.9689e+00	12.0	+
filter5 	MA0875.1 BARX1	0.0	1.8650e-02	9.6794e+00	8.0	+
filter5 	MA0876.1 BSX	0.0	1.2924e-02	6.7076e+00	8.0	+
filter5 	MA0877.1 Barhl1	1.0	6.1243e-03	3.1785e+00	9.0	-
filter5 	MA0878.1 CDX1	0.0	2.2825e-02	1.1846e+01	9.0	+
filter5 	MA0879.1 Dlx1	1.0	5.5137e-02	2.8616e+01	9.0	+
filter5 	MA0880.1 Dlx3	0.0	1.1984e-02	6.2199e+00	8.0	+
filter5 	MA0881.1 Dlx4	0.0	1.7355e-02	9.0073e+00	8.0	+
filter5 	MA0882.1 DLX6	0.0	2.3052e-02	1.1964e+01	8.0	+
filter5 	MA0883.1 Dmbx1	5.0	8.9054e-03	4.6219e+00	12.0	+
filter5 	MA0884.1 DUXA	1.0	4.5294e-02	2.3508e+01	12.0	+
filter5 	MA0885.1 Dlx2	0.0	3.6972e-02	1.9188e+01	8.0	+
filter5 	MA0887.1 EVX1	1.0	3.5871e-02	1.8617e+01	9.0	+
filter5 	MA0888.1 EVX2	1.0	3.3661e-02	1.7470e+01	9.0	+
filter5 	MA0890.1 GBX2	1.0	8.7288e-02	4.5302e+01	9.0	+
filter5 	MA0891.1 GSC2	1.0	4.8896e-02	2.5377e+01	9.0	-
filter5 	MA0892.1 GSX1	1.0	7.7318e-03	4.0128e+00	9.0	+
filter5 	MA0893.1 GSX2	1.0	3.1881e-03	1.6546e+00	9.0	+
filter5 	MA0896.1 Hmx1	4.0	1.3364e-03	6.9360e-01	12.0	+
filter5 	MA0897.1 Hmx2	4.0	5.4990e-04	2.8540e-01	12.0	+
filter5 	MA0898.1 Hmx3	4.0	6.6008e-04	3.4258e-01	12.0	+
filter5 	MA0899.1 HOXA10	1.0	5.0568e-03	2.6245e+00	10.0	+
filter5 	MA0900.1 HOXA2	1.0	2.7722e-02	1.4388e+01	9.0	+
filter5 	MA0901.1 HOXB13	0.0	4.3268e-02	2.2456e+01	10.0	+
filter5 	MA0902.1 HOXB2	1.0	9.0010e-03	4.6715e+00	9.0	+
filter5 	MA0903.1 HOXB3	1.0	9.0010e-03	4.6715e+00	9.0	+
filter5 	MA0904.1 Hoxb5	3.0	7.4904e-02	3.8875e+01	12.0	+
filter5 	MA0905.1 HOXC10	0.0	3.5871e-02	1.8617e+01	10.0	+
filter5 	MA0909.1 HOXD13	0.0	1.7274e-02	8.9654e+00	10.0	+
filter5 	MA0910.1 Hoxd8	2.0	7.9031e-04	4.1017e-01	12.0	-
filter5 	MA0911.1 Hoxa11	1.0	3.4439e-02	1.7874e+01	11.0	+
filter5 	MA0912.1 Hoxd3	5.0	1.6934e-02	8.7889e+00	11.0	+
filter5 	MA0913.1 Hoxd9	0.0	3.1881e-03	1.6546e+00	10.0	+
filter5 	MA0914.1 ISL2	0.0	8.7355e-02	4.5337e+01	8.0	+
filter6 	MA0014.2 PAX5	1.0	3.9568e-02	2.0536e+01	10.0	+
filter6 	MA0019.1 Ddit3::Cebpa	1.0	1.9587e-03	1.0165e+00	10.0	+
filter6 	MA0025.1 NFIL3	1.0	5.7600e-05	2.9894e-02	10.0	+
filter6 	MA0043.2 HLF	3.0	2.0301e-05	1.0536e-02	9.0	+
filter6 	MA0051.1 IRF2	4.0	7.2409e-02	3.7581e+01	10.0	+
filter6 	MA0066.1 PPARG	2.0	8.4942e-02	4.4085e+01	10.0	-
filter6 	MA0081.1 SPIB	0.0	5.8343e-02	3.0280e+01	7.0	+
filter6 	MA0084.1 SRY	1.0	9.7733e-02	5.0723e+01	8.0	+
filter6 	MA0102.3 CEBPA	3.0	2.0491e-04	1.0635e-01	8.0	-
filter6 	MA0136.2 ELF5	1.0	7.1250e-02	3.6979e+01	10.0	+
filter6 	MA0140.2 GATA1::TAL1	1.0	8.0741e-02	4.1905e+01	10.0	-
filter6 	MA0150.2 Nfe2l2	3.0	7.4131e-02	3.8474e+01	10.0	-
filter6 	MA0466.2 CEBPB	2.0	1.8566e-07	9.6357e-05	8.0	+
filter6 	MA0501.1 MAF::NFE2	5.0	9.1571e-02	4.7526e+01	10.0	+
filter6 	MA0517.1 STAT1::STAT2	4.0	9.1571e-02	4.7526e+01	10.0	-
filter6 	MA0518.1 Stat4	4.0	3.9398e-02	2.0448e+01	10.0	+
filter6 	MA0520.1 Stat6	5.0	1.3018e-02	6.7562e+00	10.0	-
filter6 	MA0604.1 Atf1	0.0	2.8248e-02	1.4661e+01	8.0	-
filter6 	MA0606.1 NFAT5	0.0	6.9501e-02	3.6071e+01	10.0	-
filter6 	MA0609.1 Crem	1.0	5.5884e-02	2.9004e+01	9.0	-
filter6 	MA0615.1 Gmeb1	5.0	8.3465e-03	4.3318e+00	10.0	+
filter6 	MA0620.1 Mitf	1.0	9.5196e-02	4.9406e+01	9.0	-
filter6 	MA0624.1 NFATC1	0.0	4.3599e-03	2.2628e+00	10.0	-
filter6 	MA0625.1 NFATC3	0.0	1.0075e-02	5.2292e+00	10.0	-
filter6 	MA0637.1 CENPB	0.0	5.3289e-02	2.7657e+01	10.0	-
filter6 	MA0639.1 DBP	3.0	2.0301e-05	1.0536e-02	9.0	-
filter6 	MA0645.1 ETV6	0.0	9.0428e-02	4.6932e+01	10.0	+
filter6 	MA0671.1 NFIX	0.0	8.8019e-02	4.5682e+01	9.0	+
filter6 	MA0744.1 SCRT2	-1.0	7.8218e-02	4.0595e+01	9.0	+
filter6 	MA0765.1 ETV5	0.0	9.5196e-02	4.9406e+01	10.0	+
filter6 	MA0772.1 IRF7	5.0	7.2854e-02	3.7811e+01	9.0	+
filter6 	MA0785.1 POU2F1	2.0	4.0209e-02	2.0868e+01	10.0	+
filter6 	MA0786.1 POU3F1	1.0	9.5688e-02	4.9662e+01	10.0	+
filter6 	MA0792.1 POU5F1B	0.0	8.8019e-02	4.5682e+01	9.0	+
filter6 	MA0833.1 ATF4	4.0	1.0229e-02	5.3090e+00	9.0	+
filter6 	MA0836.1 CEBPD	2.0	3.9470e-07	2.0485e-04	8.0	+
filter6 	MA0837.1 CEBPE	2.0	7.0664e-08	3.6675e-05	8.0	+
filter6 	MA0838.1 CEBPG	2.0	3.4306e-06	1.7805e-03	8.0	+
filter6 	MA0842.1 NRL	1.0	4.3414e-02	2.2532e+01	10.0	-
filter6 	MA0843.1 TEF	3.0	8.9550e-05	4.6476e-02	9.0	-
filter6 	MA0851.1 Foxj3	6.0	4.1846e-02	2.1718e+01	10.0	+
filter6 	MA0852.1 Foxk1	6.0	7.7852e-02	4.0405e+01	10.0	+
filter6 	MA0862.1 GMEB2	1.0	5.8240e-02	3.0227e+01	7.0	+
filter7 	MA0025.1 NFIL3	-2.0	8.2801e-02	4.2974e+01	11.0	+
filter7 	MA0028.2 ELK1	-3.0	4.8581e-02	2.5214e+01	10.0	+
filter7 	MA0043.2 HLF	0.0	5.4520e-02	2.8296e+01	12.0	-
filter7 	MA0062.2 Gabpa	-4.0	6.3547e-02	3.2981e+01	9.0	+
filter7 	MA0076.2 ELK4	-3.0	1.7315e-02	8.9867e+00	10.0	-
filter7 	MA0081.1 SPIB	-3.0	8.5844e-03	4.4553e+00	7.0	+
filter7 	MA0090.2 TEAD1	-4.0	6.1385e-02	3.1859e+01	9.0	-
filter7 	MA0098.3 ETS1	-3.0	1.9897e-02	1.0327e+01	10.0	+
filter7 	MA0101.1 REL	-6.0	2.2057e-02	1.1448e+01	7.0	-
filter7 	MA0107.1 RELA	-6.0	8.0605e-02	4.1834e+01	7.0	-
filter7 	MA0136.2 ELF5	-2.0	2.9341e-03	1.5228e+00	11.0	+
filter7 	MA0137.3 STAT1	0.0	2.1009e-10	1.0904e-07	11.0	+
filter7 	MA0140.2 GATA1::TAL1	2.0	8.3459e-02	4.3315e+01	13.0	+
filter7 	MA0144.2 STAT3	0.0	2.6121e-07	1.3557e-04	11.0	+
filter7 	MA0152.1 NFATC2	-5.0	1.2257e-02	6.3612e+00	7.0	-
filter7 	MA0156.2 FEV	-3.0	1.8891e-02	9.8045e+00	10.0	+
filter7 	MA0463.1 Bcl6	0.0	2.1160e-06	1.0982e-03	13.0	+
filter7 	MA0470.1 E2F4	-1.0	6.0751e-02	3.1530e+01	11.0	+
filter7 	MA0473.2 ELF1	-1.0	1.3368e-02	6.9381e+00	12.0	+
filter7 	MA0474.2 ERG	-3.0	1.3766e-02	7.1445e+00	10.0	+
filter7 	MA0475.2 FLI1	-3.0	1.9897e-02	1.0327e+01	10.0	+
filter7 	MA0486.2 HSF1	3.0	2.6171e-02	1.3583e+01	10.0	-
filter7 	MA0509.1 Rfx1	1.0	6.9861e-02	3.6258e+01	13.0	-
filter7 	MA0518.1 Stat4	0.0	4.1703e-11	2.1644e-08	13.0	+
filter7 	MA0519.1 Stat5a::Stat5b	-1.0	3.4275e-08	1.7789e-05	11.0	-
filter7 	MA0520.1 Stat6	2.0	7.3495e-05	3.8144e-02	13.0	-
filter7 	MA0597.1 THAP1	-2.0	5.2944e-02	2.7478e+01	9.0	-
filter7 	MA0598.2 EHF	-1.0	1.0840e-02	5.6259e+00	12.0	+
filter7 	MA0606.1 NFAT5	-3.0	1.9897e-02	1.0327e+01	10.0	-
filter7 	MA0624.1 NFATC1	-3.0	1.3138e-03	6.8189e-01	10.0	-
filter7 	MA0625.1 NFATC3	-3.0	2.7848e-03	1.4453e+00	10.0	-
filter7 	MA0637.1 CENPB	-1.0	6.0333e-02	3.1313e+01	12.0	-
filter7 	MA0639.1 DBP	0.0	7.7540e-02	4.0243e+01	12.0	-
filter7 	MA0640.1 ELF3	-1.0	3.0244e-02	1.5697e+01	12.0	+
filter7 	MA0641.1 ELF4	-1.0	1.9116e-02	9.9211e+00	12.0	+
filter7 	MA0645.1 ETV6	-3.0	4.0111e-02	2.0818e+01	10.0	+
filter7 	MA0650.1 HOXA13	-3.0	7.0423e-02	3.6549e+01	10.0	+
filter7 	MA0731.1 BCL6B	3.0	3.4493e-03	1.7902e+00	13.0	+
filter7 	MA0758.1 E2F7	2.0	3.7112e-02	1.9261e+01	12.0	-
filter7 	MA0759.1 ELK3	-3.0	1.9897e-02	1.0327e+01	10.0	+
filter7 	MA0760.1 ERF	-3.0	2.3215e-02	1.2049e+01	10.0	+
filter7 	MA0761.1 ETV1	-3.0	1.7931e-02	9.3064e+00	10.0	+
filter7 	MA0762.1 ETV2	-2.0	2.7237e-02	1.4136e+01	11.0	+
filter7 	MA0763.1 ETV3	-3.0	2.5698e-02	1.3337e+01	10.0	+
filter7 	MA0764.1 ETV4	-3.0	1.9897e-02	1.0327e+01	10.0	+
filter7 	MA0765.1 ETV5	-3.0	2.0952e-02	1.0874e+01	10.0	+
filter7 	MA0770.1 HSF2	-2.0	2.7470e-02	1.4257e+01	11.0	+
filter7 	MA0771.1 HSF4	-2.0	1.5911e-02	8.2578e+00	11.0	+
filter7 	MA0809.1 TEAD4	-4.0	4.8581e-02	2.5214e+01	9.0	-
filter7 	MA0865.1 E2F8	1.0	3.4345e-02	1.7825e+01	11.0	-
filter7 	MA0901.1 HOXB13	-3.0	5.3386e-02	2.7707e+01	10.0	+
filter7 	MA0907.1 HOXC13	-2.0	7.2620e-02	3.7690e+01	11.0	+
filter8 	MA0039.2 Klf4	-2.0	4.3835e-05	2.2751e-02	10.0	-
filter8 	MA0056.1 MZF1	-7.0	1.8150e-02	9.4196e+00	6.0	-
filter8 	MA0057.1 MZF1(var.2)	0.0	1.1559e-02	5.9990e+00	10.0	-
filter8 	MA0062.2 Gabpa	-1.0	6.3767e-02	3.3095e+01	11.0	-
filter8 	MA0065.2 Pparg::Rxra	0.0	1.8833e-02	9.7746e+00	13.0	-
filter8 	MA0073.1 RREB1	6.0	3.4143e-02	1.7720e+01	13.0	+
filter8 	MA0079.3 SP1	-2.0	-2.8955e-13	-1.5027e-10	11.0	+
filter8 	MA0111.1 Spz1	-2.0	6.3767e-02	3.3095e+01	11.0	-
filter8 	MA0139.1 CTCF	0.0	6.7972e-03	3.5277e+00	13.0	-
filter8 	MA0146.2 Zfx	1.0	1.5743e-02	8.1704e+00	13.0	+
filter8 	MA0155.1 INSM1	0.0	4.8124e-02	2.4976e+01	12.0	-
filter8 	MA0162.2 EGR1	-2.0	4.2156e-07	2.1879e-04	11.0	+
filter8 	MA0470.1 E2F4	0.0	4.9770e-04	2.5831e-01	11.0	-
filter8 	MA0471.1 E2F6	0.0	1.3648e-04	7.0835e-02	11.0	-
filter8 	MA0472.2 EGR2	-5.0	4.2227e-02	2.1916e+01	8.0	+
filter8 	MA0493.1 Klf1	-1.0	3.1069e-04	1.6125e-01	11.0	+
filter8 	MA0504.1 NR2C2	1.0	7.7216e-02	4.0075e+01	13.0	-
filter8 	MA0513.1 SMAD2::SMAD3::SMAD4	0.0	4.4719e-02	2.3209e+01	13.0	+
filter8 	MA0516.1 SP2	-2.0	2.2980e-08	1.1927e-05	11.0	+
filter8 	MA0524.2 TFAP2C	-6.0	9.1325e-02	4.7397e+01	7.0	+
filter8 	MA0528.1 ZNF263	8.0	5.3124e-05	2.7571e-02	13.0	-
filter8 	MA0597.1 THAP1	-5.0	1.1371e-02	5.9015e+00	8.0	+
filter8 	MA0599.1 KLF5	-2.0	4.1764e-07	2.1676e-04	10.0	+
filter8 	MA0632.1 Tcfl5	-2.0	8.8853e-02	4.6115e+01	10.0	-
filter8 	MA0637.1 CENPB	-4.0	9.7784e-02	5.0750e+01	9.0	+
filter8 	MA0638.1 CREB3	0.0	6.6078e-02	3.4295e+01	13.0	+
filter8 	MA0645.1 ETV6	-3.0	8.8853e-02	4.6115e+01	10.0	-
filter8 	MA0657.1 KLF13	0.0	4.0820e-04	2.1186e-01	13.0	+
filter8 	MA0685.1 SP4	1.0	4.4633e-04	2.3165e-01	13.0	+
filter8 	MA0688.1 TBX2	-1.0	8.9886e-02	4.6651e+01	11.0	-
filter8 	MA0694.1 ZBTB7B	-1.0	7.1844e-02	3.7287e+01	12.0	+
filter8 	MA0695.1 ZBTB7C	-1.0	6.6005e-03	3.4257e+00	12.0	+
filter8 	MA0696.1 ZIC1	-2.0	1.4034e-02	7.2834e+00	11.0	+
filter8 	MA0697.1 ZIC3	-2.0	5.7510e-03	2.9847e+00	11.0	+
filter8 	MA0732.1 EGR3	-3.0	1.0564e-02	5.4828e+00	10.0	+
filter8 	MA0733.1 EGR4	-3.0	4.9557e-03	2.5720e+00	10.0	+
filter8 	MA0736.1 GLIS2	-2.0	1.1112e-02	5.7673e+00	11.0	+
filter8 	MA0737.1 GLIS3	-2.0	3.5890e-02	1.8627e+01	11.0	+
filter8 	MA0740.1 KLF14	-1.0	7.4209e-05	3.8514e-02	12.0	+
filter8 	MA0741.1 KLF16	-2.0	3.5501e-06	1.8425e-03	11.0	+
filter8 	MA0742.1 Klf12	-1.0	4.4709e-03	2.3204e+00	12.0	+
filter8 	MA0746.1 SP3	-2.0	3.2578e-07	1.6908e-04	11.0	+
filter8 	MA0747.1 SP8	-2.0	1.5185e-05	7.8811e-03	11.0	+
filter8 	MA0748.1 YY2	-3.0	5.4768e-02	2.8425e+01	10.0	+
filter8 	MA0750.1 ZBTB7A	0.0	2.8351e-02	1.4714e+01	12.0	+
filter8 	MA0751.1 ZIC4	-2.0	3.0361e-03	1.5757e+00	11.0	+
filter8 	MA0753.1 ZNF740	-3.0	1.0752e-05	5.5804e-03	10.0	+
filter8 	MA0767.1 GCM2	-2.0	4.3348e-02	2.2498e+01	10.0	-
filter8 	MA0800.1 EOMES	1.0	6.3631e-02	3.3024e+01	12.0	-
