Query_ID	Target_ID	Optimal_Offset	p-value	E-value	Overlap	Strand
filter2 	MA0899.1 HOXA10	-7.0	4.0597e-02	2.1070e+01	11.0	+
filter2 	MA0900.1 HOXA2	-7.0	8.1194e-04	4.2140e-01	10.0	-
filter2 	MA0901.1 HOXB13	-8.0	1.3767e-02	7.1452e+00	10.0	+
filter2 	MA0902.1 HOXB2	-7.0	1.2070e-03	6.2641e-01	10.0	-
filter2 	MA0903.1 HOXB3	-7.0	1.4090e-03	7.3126e-01	10.0	-
filter2 	MA0904.1 Hoxb5	-3.0	1.6269e-04	8.4438e-02	16.0	-
filter2 	MA0909.1 HOXD13	-8.0	4.1700e-02	2.1642e+01	10.0	+
filter2 	MA0910.1 Hoxd8	-1.0	1.2489e-02	6.4816e+00	17.0	+
filter2 	MA0912.1 Hoxd3	-3.0	4.3727e-04	2.2694e-01	16.0	+
filter2 	MA0913.1 Hoxd9	-8.0	6.7185e-02	3.4869e+01	10.0	+
filter2 	MA0914.1 ISL2	-8.0	2.2650e-02	1.1755e+01	8.0	+
filter3 	MA0028.2 ELK1	-9.0	6.1137e-02	3.1730e+01	10.0	+
filter3 	MA0076.2 ELK4	-9.0	1.7649e-02	9.1596e+00	10.0	-
filter3 	MA0098.3 ETS1	-9.0	1.0919e-02	5.6667e+00	10.0	+
filter3 	MA0101.1 REL	-1.0	3.5625e-02	1.8489e+01	10.0	+
filter3 	MA0108.2 TBP	-3.0	2.1466e-02	1.1141e+01	15.0	-
filter3 	MA0136.2 ELF5	-8.0	3.5319e-03	1.8331e+00	11.0	+
filter3 	MA0137.3 STAT1	-6.0	1.5654e-06	8.1246e-04	11.0	-
filter3 	MA0140.2 GATA1::TAL1	0.0	2.7295e-02	1.4166e+01	18.0	-
filter3 	MA0144.2 STAT3	-6.0	8.9470e-05	4.6435e-02	11.0	-
filter3 	MA0152.1 NFATC2	-11.0	1.3634e-02	7.0759e+00	7.0	-
filter3 	MA0156.2 FEV	-9.0	1.4371e-02	7.4585e+00	10.0	+
filter3 	MA0463.1 Bcl6	-6.0	2.4079e-06	1.2497e-03	13.0	+
filter3 	MA0470.1 E2F4	-7.0	4.4699e-02	2.3199e+01	11.0	+
filter3 	MA0473.2 ELF1	-7.0	4.0145e-02	2.0835e+01	12.0	+
filter3 	MA0474.2 ERG	-9.0	8.8441e-03	4.5901e+00	10.0	+
filter3 	MA0475.2 FLI1	-9.0	1.2537e-02	6.5069e+00	10.0	+
filter3 	MA0486.2 HSF1	-8.0	1.8330e-02	9.5134e+00	11.0	+
filter3 	MA0494.1 Nr1h3::Rxra	-1.0	3.1530e-02	1.6364e+01	18.0	-
filter3 	MA0497.1 MEF2C	-7.0	4.2249e-02	2.1927e+01	12.0	+
filter3 	MA0505.1 Nr5a2	-4.0	1.7989e-02	9.3365e+00	15.0	-
filter3 	MA0509.1 Rfx1	-4.0	8.2728e-02	4.2936e+01	14.0	+
filter3 	MA0517.1 STAT1::STAT2	-12.0	8.7532e-02	4.5429e+01	7.0	-
filter3 	MA0518.1 Stat4	-3.0	3.5270e-07	1.8305e-04	14.0	-
filter3 	MA0519.1 Stat5a::Stat5b	-5.0	8.0750e-05	4.1909e-02	11.0	+
filter3 	MA0520.1 Stat6	-4.0	4.3885e-04	2.2776e-01	15.0	-
filter3 	MA0527.1 ZBTB33	-1.0	3.3892e-02	1.7590e+01	15.0	-
filter3 	MA0597.1 THAP1	-6.0	6.4456e-02	3.3453e+01	9.0	+
filter3 	MA0598.2 EHF	-7.0	2.8081e-02	1.4574e+01	12.0	+
filter3 	MA0606.1 NFAT5	-9.0	4.9398e-03	2.5637e+00	10.0	-
filter3 	MA0615.1 Gmeb1	-2.0	3.3070e-03	1.7163e+00	17.0	-
filter3 	MA0624.1 NFATC1	-9.0	1.8704e-04	9.7075e-02	10.0	-
filter3 	MA0625.1 NFATC3	-9.0	5.3403e-04	2.7716e-01	10.0	-
filter3 	MA0629.1 Rhox11	-4.0	1.4496e-02	7.5235e+00	15.0	+
filter3 	MA0641.1 ELF4	-7.0	5.6597e-02	2.9374e+01	12.0	+
filter3 	MA0650.1 HOXA13	-9.0	2.0064e-02	1.0413e+01	10.0	+
filter3 	MA0731.1 BCL6B	-3.0	5.1020e-02	2.6480e+01	16.0	-
filter3 	MA0759.1 ELK3	-9.0	1.1703e-02	6.0736e+00	10.0	+
filter3 	MA0760.1 ERF	-9.0	3.3479e-02	1.7376e+01	10.0	+
filter3 	MA0761.1 ETV1	-9.0	1.1703e-02	6.0736e+00	10.0	+
filter3 	MA0762.1 ETV2	-8.0	7.3183e-03	3.7982e+00	11.0	+
filter3 	MA0763.1 ETV3	-9.0	3.1450e-02	1.6322e+01	10.0	+
filter3 	MA0764.1 ETV4	-9.0	1.2537e-02	6.5069e+00	10.0	+
filter3 	MA0765.1 ETV5	-9.0	2.0064e-02	1.0413e+01	10.0	+
filter3 	MA0770.1 HSF2	-3.0	7.4079e-03	3.8447e+00	13.0	-
filter3 	MA0771.1 HSF4	-8.0	6.9000e-04	3.5811e-01	11.0	+
filter3 	MA0799.1 RFX4	-3.0	7.4633e-02	3.8735e+01	16.0	-
filter3 	MA0847.1 FOXD2	-12.0	7.1527e-02	3.7122e+01	7.0	+
filter3 	MA0850.1 FOXP3	-12.0	3.1374e-02	1.6283e+01	7.0	+
filter3 	MA0851.1 Foxj3	-3.0	4.6019e-02	2.3884e+01	16.0	+
filter3 	MA0878.1 CDX1	-9.0	6.8396e-02	3.5498e+01	9.0	+
filter3 	MA0883.1 Dmbx1	0.0	5.1020e-02	2.6480e+01	17.0	-
filter3 	MA0899.1 HOXA10	-8.0	7.4722e-02	3.8781e+01	11.0	+
filter3 	MA0901.1 HOXB13	-9.0	2.6005e-02	1.3497e+01	10.0	+
filter3 	MA0909.1 HOXD13	-9.0	5.4383e-02	2.8225e+01	10.0	+
filter4 	MA0019.1 Ddit3::Cebpa	-2.0	6.0145e-02	3.1215e+01	12.0	-
filter4 	MA0025.1 NFIL3	-6.0	1.5571e-04	8.0814e-02	11.0	+
filter4 	MA0038.1 Gfi1	0.0	7.6303e-02	3.9601e+01	10.0	-
filter4 	MA0043.2 HLF	-4.0	9.6189e-09	4.9922e-06	12.0	-
filter4 	MA0050.2 IRF1	0.0	2.0160e-02	1.0463e+01	19.0	+
filter4 	MA0075.2 Prrx2	-2.0	4.8129e-02	2.4979e+01	8.0	-
filter4 	MA0078.1 Sox17	-2.0	9.0331e-02	4.6882e+01	9.0	+
filter4 	MA0102.3 CEBPA	-4.0	2.1928e-06	1.1381e-03	11.0	-
filter4 	MA0108.2 TBP	1.0	6.2880e-02	3.2634e+01	14.0	-
filter4 	MA0140.2 GATA1::TAL1	3.0	4.6429e-02	2.4097e+01	15.0	-
filter4 	MA0148.3 FOXA1	0.0	5.9712e-02	3.0990e+01	15.0	+
filter4 	MA0463.1 Bcl6	-1.0	9.4015e-02	4.8794e+01	14.0	-
filter4 	MA0466.2 CEBPB	-5.0	1.1247e-07	5.8371e-05	10.0	-
filter4 	MA0488.1 JUN	-2.0	1.7197e-02	8.9254e+00	13.0	+
filter4 	MA0489.1 JUN(var.2)	-1.0	5.3144e-02	2.7582e+01	14.0	+
filter4 	MA0492.1 JUND(var.2)	-1.0	9.0809e-04	4.7130e-01	15.0	+
filter4 	MA0494.1 Nr1h3::Rxra	0.0	4.6348e-02	2.4055e+01	19.0	-
filter4 	MA0495.1 MAFF	-1.0	1.6609e-02	8.6202e+00	18.0	-
filter4 	MA0502.1 NFYB	-2.0	5.1029e-02	2.6484e+01	15.0	-
filter4 	MA0518.1 Stat4	-5.0	8.4554e-03	4.3883e+00	14.0	+
filter4 	MA0520.1 Stat6	-3.0	6.2880e-02	3.2634e+01	15.0	+
filter4 	MA0595.1 SREBF1	-5.0	8.1139e-02	4.2111e+01	10.0	-
filter4 	MA0602.1 Arid5a	0.0	2.1473e-02	1.1144e+01	14.0	+
filter4 	MA0609.1 Crem	-4.0	5.5671e-02	2.8893e+01	10.0	+
filter4 	MA0612.1 EMX1	-1.0	2.0037e-02	1.0399e+01	10.0	-
filter4 	MA0615.1 Gmeb1	-2.0	1.2319e-06	6.3937e-04	17.0	+
filter4 	MA0616.1 Hes2	-1.0	8.1652e-02	4.2377e+01	13.0	-
filter4 	MA0624.1 NFATC1	-3.0	3.5041e-02	1.8186e+01	10.0	+
filter4 	MA0625.1 NFATC3	-3.0	9.7246e-02	5.0471e+01	10.0	+
filter4 	MA0627.1 Pou2f3	0.0	1.7518e-02	9.0916e+00	16.0	-
filter4 	MA0629.1 Rhox11	-1.0	2.1167e-02	1.0986e+01	17.0	-
filter4 	MA0630.1 SHOX	-2.0	9.1990e-02	4.7743e+01	8.0	+
filter4 	MA0634.1 ALX3	-1.0	1.6117e-02	8.3645e+00	10.0	-
filter4 	MA0639.1 DBP	-4.0	1.8272e-07	9.4834e-05	12.0	-
filter4 	MA0642.1 EN2	-1.0	1.3905e-02	7.2167e+00	10.0	-
filter4 	MA0644.1 ESX1	-1.0	1.8643e-02	9.6758e+00	10.0	-
filter4 	MA0661.1 MEOX1	-1.0	6.3253e-02	3.2828e+01	10.0	-
filter4 	MA0662.1 MIXL1	-1.0	1.2906e-02	6.6983e+00	10.0	-
filter4 	MA0666.1 MSX1	-2.0	7.4654e-02	3.8745e+01	8.0	-
filter4 	MA0675.1 NKX6-2	-2.0	8.5873e-02	4.4568e+01	8.0	+
filter4 	MA0699.1 LBX2	-1.0	2.4800e-02	1.2871e+01	10.0	-
filter4 	MA0701.1 LHX9	-2.0	4.8129e-02	2.4979e+01	8.0	-
filter4 	MA0703.1 LMX1B	-2.0	7.4654e-02	3.8745e+01	8.0	-
filter4 	MA0706.1 MEOX2	-1.0	1.2906e-02	6.6983e+00	10.0	-
filter4 	MA0707.1 MNX1	-1.0	4.5791e-02	2.3766e+01	10.0	-
filter4 	MA0710.1 NOTO	-1.0	9.1601e-02	4.7541e+01	10.0	+
filter4 	MA0717.1 RAX2	-2.0	6.9523e-02	3.6082e+01	8.0	-
filter4 	MA0718.1 RAX	-1.0	6.3253e-02	3.2828e+01	10.0	-
filter4 	MA0721.1 UNCX	-2.0	8.5873e-02	4.4568e+01	8.0	-
filter4 	MA0722.1 VAX1	-2.0	9.1990e-02	4.7743e+01	8.0	-
filter4 	MA0723.1 VAX2	-2.0	9.1990e-02	4.7743e+01	8.0	-
filter4 	MA0785.1 POU2F1	-3.0	8.4193e-02	4.3696e+01	12.0	-
filter4 	MA0791.1 POU4F3	-2.0	8.2785e-02	4.2965e+01	16.0	-
filter4 	MA0809.1 TEAD4	-2.0	6.3253e-02	3.2828e+01	10.0	+
filter4 	MA0833.1 ATF4	-4.0	1.2822e-03	6.6545e-01	13.0	-
filter4 	MA0834.1 ATF7	-3.0	1.3195e-02	6.8484e+00	14.0	-
filter4 	MA0836.1 CEBPD	-5.0	3.4059e-07	1.7676e-04	10.0	-
filter4 	MA0837.1 CEBPE	-5.0	3.2372e-09	1.6801e-06	10.0	-
filter4 	MA0838.1 CEBPG	-5.0	1.4504e-05	7.5274e-03	10.0	-
filter4 	MA0840.1 Creb5	-4.0	3.3231e-02	1.7247e+01	12.0	-
filter4 	MA0843.1 TEF	-4.0	1.0575e-05	5.4884e-03	12.0	-
filter4 	MA0846.1 FOXC2	-1.0	7.9687e-02	4.1358e+01	12.0	-
filter4 	MA0851.1 Foxj3	-2.0	5.0317e-04	2.6114e-01	17.0	-
filter4 	MA0852.1 Foxk1	-2.0	1.6853e-02	8.7467e+00	17.0	-
filter4 	MA0853.1 Alx4	-1.0	6.7846e-04	3.5212e-01	17.0	-
filter4 	MA0854.1 Alx1	-1.0	2.1167e-03	1.0986e+00	17.0	-
filter4 	MA0862.1 GMEB2	-6.0	4.1321e-02	2.1446e+01	8.0	-
filter4 	MA0874.1 Arx	-2.0	5.6781e-03	2.9469e+00	17.0	-
filter4 	MA0876.1 BSX	-2.0	8.0099e-02	4.1572e+01	8.0	+
filter4 	MA0877.1 Barhl1	-1.0	6.4520e-03	3.3486e+00	10.0	-
filter4 	MA0879.1 Dlx1	-1.0	6.4520e-03	3.3486e+00	10.0	-
filter4 	MA0880.1 Dlx3	-2.0	2.7852e-02	1.4455e+01	8.0	-
filter4 	MA0881.1 Dlx4	-2.0	3.5369e-02	1.8357e+01	8.0	-
filter4 	MA0882.1 DLX6	-2.0	6.9523e-02	3.6082e+01	8.0	-
filter4 	MA0883.1 Dmbx1	-1.0	9.9601e-02	5.1693e+01	17.0	+
filter4 	MA0885.1 Dlx2	-2.0	4.1321e-02	2.1446e+01	8.0	-
filter4 	MA0887.1 EVX1	-1.0	1.7338e-02	8.9985e+00	10.0	+
filter4 	MA0888.1 EVX2	-1.0	1.7338e-02	8.9985e+00	10.0	+
filter4 	MA0890.1 GBX2	-1.0	4.0097e-02	2.0810e+01	10.0	-
filter4 	MA0891.1 GSC2	-1.0	5.9357e-02	3.0806e+01	10.0	-
filter4 	MA0892.1 GSX1	-9.0	1.4974e-02	7.7713e+00	10.0	-
filter4 	MA0893.1 GSX2	-9.0	1.1973e-02	6.2141e+00	10.0	-
filter4 	MA0896.1 Hmx1	-1.0	3.1167e-02	1.6176e+01	17.0	-
filter4 	MA0899.1 HOXA10	0.0	5.0208e-02	2.6058e+01	11.0	-
filter4 	MA0900.1 HOXA2	-1.0	1.6117e-02	8.3645e+00	10.0	+
filter4 	MA0902.1 HOXB2	-1.0	7.5534e-03	3.9202e+00	10.0	+
filter4 	MA0903.1 HOXB3	-1.0	1.3905e-02	7.2167e+00	10.0	+
filter4 	MA0904.1 Hoxb5	1.0	9.0439e-03	4.6938e+00	15.0	+
filter4 	MA0910.1 Hoxd8	0.0	2.2391e-02	1.1621e+01	17.0	-
filter4 	MA0911.1 Hoxa11	-4.0	6.0145e-02	3.1215e+01	12.0	+
filter4 	MA0912.1 Hoxd3	1.0	4.1969e-03	2.1782e+00	15.0	-
filter4 	MA0913.1 Hoxd9	0.0	5.2188e-02	2.7086e+01	10.0	-
filter5 	MA0027.2 EN1	0.0	4.9890e-02	2.5893e+01	8.0	+
filter5 	MA0030.1 FOXF2	0.0	5.1941e-02	2.6958e+01	14.0	-
filter5 	MA0036.2 GATA2	0.0	9.8489e-02	5.1116e+01	14.0	-
filter5 	MA0046.2 HNF1A	-2.0	1.1413e-02	5.9231e+00	15.0	+
filter5 	MA0060.2 NFYA	0.0	3.2183e-02	1.6703e+01	18.0	-
filter5 	MA0063.1 Nkx2-5	-1.0	1.3680e-02	7.0998e+00	7.0	-
filter5 	MA0070.1 PBX1	-1.0	5.6666e-02	2.9410e+01	12.0	+
filter5 	MA0075.2 Prrx2	0.0	8.5909e-03	4.4587e+00	8.0	+
filter5 	MA0084.1 SRY	-3.0	6.1644e-02	3.1993e+01	9.0	-
filter5 	MA0108.2 TBP	-1.0	9.7454e-06	5.0579e-03	15.0	+
filter5 	MA0125.1 Nobox	-5.0	5.6856e-02	2.9508e+01	8.0	+
filter5 	MA0132.2 PDX1	0.0	3.8152e-02	1.9801e+01	8.0	+
filter5 	MA0135.1 Lhx3	-1.0	3.8457e-03	1.9959e+00	13.0	+
filter5 	MA0140.2 GATA1::TAL1	-4.0	5.3370e-04	2.7699e-01	15.0	+
filter5 	MA0148.3 FOXA1	0.0	1.9522e-03	1.0132e+00	15.0	-
filter5 	MA0151.1 Arid3a	-3.0	1.3340e-03	6.9235e-01	6.0	+
filter5 	MA0465.1 CDX2	-3.0	4.3545e-02	2.2600e+01	11.0	-
filter5 	MA0485.1 Hoxc9	0.0	9.0906e-03	4.7180e+00	13.0	-
filter5 	MA0494.1 Nr1h3::Rxra	5.0	2.4513e-02	1.2722e+01	14.0	+
filter5 	MA0495.1 MAFF	1.0	4.9183e-02	2.5526e+01	17.0	+
filter5 	MA0502.1 NFYB	0.0	5.5351e-02	2.8727e+01	15.0	-
filter5 	MA0520.1 Stat6	-1.0	8.4069e-02	4.3632e+01	15.0	+
filter5 	MA0523.1 TCF7L2	1.0	3.0777e-03	1.5973e+00	13.0	+
filter5 	MA0594.1 Hoxa9	0.0	5.9054e-02	3.0649e+01	11.0	+
filter5 	MA0601.1 Arid3b	0.0	1.6107e-05	8.3596e-03	11.0	-
filter5 	MA0602.1 Arid5a	-4.0	2.2910e-03	1.1891e+00	14.0	+
filter5 	MA0610.1 DMRT3	-2.0	8.3727e-02	4.3454e+01	11.0	+
filter5 	MA0612.1 EMX1	-3.0	6.0271e-03	3.1281e+00	10.0	+
filter5 	MA0615.1 Gmeb1	0.0	5.4786e-04	2.8434e-01	17.0	+
filter5 	MA0618.1 LBX1	0.0	8.3025e-02	4.3090e+01	8.0	-
filter5 	MA0619.1 LIN54	-1.0	1.8021e-03	9.3531e-01	9.0	-
filter5 	MA0621.1 mix-a	-2.0	5.3570e-03	2.7803e+00	11.0	+
filter5 	MA0628.1 POU6F1	-3.0	7.2983e-02	3.7878e+01	10.0	-
filter5 	MA0629.1 Rhox11	0.0	3.0522e-03	1.5841e+00	17.0	-
filter5 	MA0630.1 SHOX	0.0	9.3170e-03	4.8355e+00	8.0	-
filter5 	MA0631.1 Six3	0.0	8.0009e-02	4.1525e+01	17.0	-
filter5 	MA0634.1 ALX3	-3.0	7.0620e-03	3.6652e+00	10.0	-
filter5 	MA0635.1 BARHL2	-3.0	2.1433e-02	1.1124e+01	10.0	+
filter5 	MA0642.1 EN2	-3.0	2.1433e-02	1.1124e+01	10.0	-
filter5 	MA0644.1 ESX1	-3.0	5.5626e-03	2.8870e+00	10.0	-
filter5 	MA0648.1 GSC	-3.0	5.0607e-02	2.6265e+01	10.0	+
filter5 	MA0650.1 HOXA13	0.0	2.4608e-02	1.2772e+01	10.0	+
filter5 	MA0651.1 HOXC11	-2.0	8.8587e-02	4.5977e+01	11.0	-
filter5 	MA0654.1 ISX	0.0	7.8057e-02	4.0512e+01	8.0	+
filter5 	MA0658.1 LHX6	-3.0	9.7590e-02	5.0649e+01	10.0	-
filter5 	MA0661.1 MEOX1	-3.0	5.3862e-02	2.7954e+01	10.0	-
filter5 	MA0662.1 MIXL1	-3.0	2.0141e-03	1.0453e+00	10.0	-
filter5 	MA0666.1 MSX1	0.0	4.6694e-02	2.4234e+01	8.0	+
filter5 	MA0674.1 NKX6-1	0.0	4.3596e-03	2.2626e+00	8.0	+
filter5 	MA0675.1 NKX6-2	0.0	1.2734e-03	6.6090e-01	8.0	+
filter5 	MA0679.1 ONECUT1	0.0	2.7485e-02	1.4265e+01	14.0	-
filter5 	MA0682.1 Pitx1	0.0	3.1010e-02	1.6094e+01	8.0	-
filter5 	MA0683.1 POU4F2	0.0	7.6938e-02	3.9931e+01	16.0	-
filter5 	MA0699.1 LBX2	-3.0	7.6369e-03	3.9636e+00	10.0	-
filter5 	MA0700.1 LHX2	-3.0	5.3862e-02	2.7954e+01	10.0	-
filter5 	MA0701.1 LHX9	0.0	1.0097e-02	5.2402e+00	8.0	+
filter5 	MA0702.1 LMX1A	0.0	1.3823e-02	7.1742e+00	8.0	+
filter5 	MA0703.1 LMX1B	-4.0	8.5909e-03	4.4587e+00	8.0	-
filter5 	MA0704.1 Lhx4	0.0	7.9152e-03	4.1080e+00	8.0	+
filter5 	MA0705.1 Lhx8	0.0	1.2793e-02	6.6395e+00	8.0	-
filter5 	MA0706.1 MEOX2	-3.0	4.0092e-03	2.0808e+00	10.0	-
filter5 	MA0707.1 MNX1	-3.0	7.0620e-03	3.6652e+00	10.0	-
filter5 	MA0708.1 MSX2	0.0	8.8260e-02	4.5807e+01	8.0	+
filter5 	MA0709.1 Msx3	0.0	7.8057e-02	4.0512e+01	8.0	+
filter5 	MA0710.1 NOTO	-3.0	2.8192e-02	1.4632e+01	10.0	-
filter5 	MA0711.1 OTX1	0.0	6.0644e-02	3.1474e+01	8.0	-
filter5 	MA0712.1 OTX2	0.0	4.0834e-02	2.1193e+01	8.0	-
filter5 	MA0714.1 PITX3	0.0	7.4166e-02	3.8492e+01	9.0	-
filter5 	MA0716.1 PRRX1	0.0	1.3823e-02	7.1742e+00	8.0	+
filter5 	MA0717.1 RAX2	0.0	1.2793e-02	6.6395e+00	8.0	+
filter5 	MA0718.1 RAX	-3.0	1.9985e-02	1.0372e+01	10.0	-
filter5 	MA0720.1 Shox2	0.0	4.0834e-02	2.1193e+01	8.0	+
filter5 	MA0721.1 UNCX	-4.0	1.1831e-02	6.1403e+00	8.0	-
filter5 	MA0722.1 VAX1	0.0	1.0934e-02	5.6745e+00	8.0	-
filter5 	MA0723.1 VAX2	0.0	1.1831e-02	6.1403e+00	8.0	-
filter5 	MA0724.1 VENTX	-4.0	6.5599e-02	3.4046e+01	9.0	-
filter5 	MA0725.1 VSX1	0.0	2.1687e-02	1.1256e+01	8.0	-
filter5 	MA0726.1 VSX2	0.0	4.9890e-02	2.5893e+01	8.0	-
filter5 	MA0754.1 CUX1	-1.0	1.2056e-02	6.2568e+00	10.0	-
filter5 	MA0755.1 CUX2	-1.0	4.4603e-02	2.3149e+01	10.0	-
filter5 	MA0756.1 ONECUT2	0.0	3.4830e-02	1.8077e+01	14.0	-
filter5 	MA0757.1 ONECUT3	0.0	4.6427e-02	2.4095e+01	14.0	-
filter5 	MA0790.1 POU4F1	-2.0	7.6731e-03	3.9823e+00	14.0	-
filter5 	MA0791.1 POU4F3	0.0	7.2640e-04	3.7700e-01	16.0	-
filter5 	MA0846.1 FOXC2	-1.0	9.9245e-02	5.1508e+01	12.0	+
filter5 	MA0851.1 Foxj3	0.0	2.8530e-03	1.4807e+00	17.0	-
filter5 	MA0852.1 Foxk1	0.0	3.2982e-02	1.7118e+01	17.0	-
filter5 	MA0853.1 Alx4	0.0	2.0682e-05	1.0734e-02	17.0	+
filter5 	MA0854.1 Alx1	0.0	4.6740e-05	2.4258e-02	17.0	+
filter5 	MA0874.1 Arx	0.0	1.0179e-04	5.2830e-02	17.0	-
filter5 	MA0875.1 BARX1	0.0	2.0152e-02	1.0459e+01	8.0	+
filter5 	MA0876.1 BSX	0.0	1.3823e-02	7.1742e+00	8.0	+
filter5 	MA0877.1 Barhl1	-3.0	1.2785e-03	6.6354e-01	10.0	+
filter5 	MA0878.1 CDX1	0.0	2.7984e-02	1.4524e+01	9.0	+
filter5 	MA0879.1 Dlx1	-3.0	1.7348e-02	9.0035e+00	10.0	-
filter5 	MA0880.1 Dlx3	0.0	1.2793e-02	6.6395e+00	8.0	+
filter5 	MA0881.1 Dlx4	0.0	1.8714e-02	9.7124e+00	8.0	+
filter5 	MA0882.1 DLX6	0.0	2.5068e-02	1.3011e+01	8.0	+
filter5 	MA0883.1 Dmbx1	0.0	7.8844e-05	4.0920e-02	17.0	-
filter5 	MA0884.1 DUXA	0.0	2.2926e-02	1.1898e+01	13.0	-
filter5 	MA0885.1 Dlx2	0.0	4.0834e-02	2.1193e+01	8.0	+
filter5 	MA0886.1 EMX2	-3.0	5.7297e-02	2.9737e+01	10.0	-
filter5 	MA0887.1 EVX1	-3.0	1.2981e-02	6.7371e+00	10.0	-
filter5 	MA0888.1 EVX2	-3.0	1.0379e-02	5.3868e+00	10.0	-
filter5 	MA0890.1 GBX2	-3.0	3.9229e-02	2.0360e+01	10.0	-
filter5 	MA0891.1 GSC2	-3.0	2.1433e-02	1.1124e+01	10.0	+
filter5 	MA0892.1 GSX1	-3.0	1.8420e-03	9.5598e-01	10.0	-
filter5 	MA0893.1 GSX2	-3.0	3.9479e-04	2.0489e-01	10.0	-
filter5 	MA0894.1 HESX1	-3.0	7.2983e-02	3.7878e+01	10.0	+
filter5 	MA0896.1 Hmx1	1.0	6.6352e-05	3.4437e-02	16.0	-
filter5 	MA0897.1 Hmx2	1.0	1.4224e-04	7.3822e-02	16.0	-
filter5 	MA0898.1 Hmx3	1.0	1.5448e-04	8.0177e-02	16.0	-
filter5 	MA0899.1 HOXA10	-2.0	1.6989e-03	8.8175e-01	11.0	-
filter5 	MA0900.1 HOXA2	-3.0	7.0620e-03	3.6652e+00	10.0	-
filter5 	MA0901.1 HOXB13	0.0	6.0918e-02	3.1616e+01	10.0	+
filter5 	MA0902.1 HOXB2	-3.0	1.2785e-03	6.6354e-01	10.0	-
filter5 	MA0903.1 HOXB3	-3.0	2.0141e-03	1.0453e+00	10.0	-
filter5 	MA0904.1 Hoxb5	-1.0	2.5129e-03	1.3042e+00	16.0	+
filter5 	MA0905.1 HOXC10	0.0	5.0607e-02	2.6265e+01	10.0	+
filter5 	MA0909.1 HOXD13	0.0	2.4608e-02	1.2772e+01	10.0	+
filter5 	MA0910.1 Hoxd8	2.0	5.9099e-04	3.0672e-01	15.0	-
filter5 	MA0911.1 Hoxa11	-1.0	2.0979e-02	1.0888e+01	12.0	-
filter5 	MA0912.1 Hoxd3	-1.0	4.2144e-04	2.1873e-01	16.0	-
filter5 	MA0913.1 Hoxd9	0.0	4.7288e-03	2.4543e+00	10.0	+
filter5 	MA0914.1 ISL2	0.0	9.9572e-02	5.1678e+01	8.0	+
filter6 	MA0014.2 PAX5	1.0	1.7403e-02	9.0322e+00	18.0	+
filter6 	MA0019.1 Ddit3::Cebpa	1.0	3.0744e-03	1.5956e+00	11.0	+
filter6 	MA0025.1 NFIL3	1.0	1.3279e-04	6.8918e-02	10.0	+
filter6 	MA0038.1 Gfi1	-3.0	5.0848e-02	2.6390e+01	10.0	+
filter6 	MA0043.2 HLF	3.0	9.7492e-05	5.0598e-02	9.0	+
filter6 	MA0050.2 IRF1	2.0	2.6936e-02	1.3980e+01	19.0	-
filter6 	MA0051.1 IRF2	4.0	1.4863e-02	7.7141e+00	14.0	+
filter6 	MA0060.2 NFYA	1.0	7.3625e-02	3.8212e+01	17.0	-
filter6 	MA0062.2 Gabpa	-1.0	7.3561e-02	3.8178e+01	11.0	+
filter6 	MA0078.1 Sox17	-2.0	3.9968e-02	2.0744e+01	9.0	-
filter6 	MA0081.1 SPIB	0.0	6.5400e-02	3.3943e+01	7.0	+
filter6 	MA0090.2 TEAD1	-1.0	5.0848e-02	2.6390e+01	10.0	-
filter6 	MA0102.3 CEBPA	3.0	4.4534e-04	2.3113e-01	8.0	-
filter6 	MA0108.2 TBP	1.0	1.1092e-02	5.7567e+00	14.0	+
filter6 	MA0140.2 GATA1::TAL1	-3.0	1.3288e-02	6.8962e+00	16.0	+
filter6 	MA0148.3 FOXA1	1.0	7.1616e-03	3.7169e+00	14.0	-
filter6 	MA0150.2 Nfe2l2	3.0	4.1731e-02	2.1658e+01	12.0	-
filter6 	MA0258.2 ESR2	-1.0	7.3900e-02	3.8354e+01	15.0	+
filter6 	MA0466.2 CEBPB	2.0	2.0680e-07	1.0733e-04	8.0	+
filter6 	MA0489.1 JUN(var.2)	1.0	1.9231e-02	9.9811e+00	13.0	-
filter6 	MA0494.1 Nr1h3::Rxra	0.0	6.5135e-02	3.3805e+01	19.0	+
filter6 	MA0507.1 POU2F2	1.0	2.4133e-02	1.2525e+01	12.0	-
filter6 	MA0520.1 Stat6	5.0	6.3497e-02	3.2955e+01	10.0	-
filter6 	MA0602.1 Arid5a	-3.0	1.7674e-03	9.1729e-01	14.0	+
filter6 	MA0604.1 Atf1	0.0	3.3850e-02	1.7568e+01	8.0	-
filter6 	MA0609.1 Crem	1.0	8.4623e-02	4.3919e+01	9.0	-
filter6 	MA0612.1 EMX1	-2.0	3.7705e-02	1.9569e+01	10.0	+
filter6 	MA0615.1 Gmeb1	5.0	3.2069e-03	1.6644e+00	12.0	+
filter6 	MA0616.1 Hes2	-3.0	2.5621e-02	1.3297e+01	13.0	-
filter6 	MA0624.1 NFATC1	0.0	6.6019e-03	3.4264e+00	10.0	-
filter6 	MA0625.1 NFATC3	0.0	1.5354e-02	7.9685e+00	10.0	-
filter6 	MA0627.1 Pou2f3	3.0	2.5753e-02	1.3366e+01	13.0	+
